doi,openalex_type,bso_type
10.1096/fj.201902514r,publisher;repository,publisher
10.1109/access.2019.2963693,publisher;repository,publisher
10.1016/j.diii.2019.12.009,publisher;repository,publisher
10.1099/ijsem.0.003963,publisher;repository,publisher
10.1016/j.soilbio.2020.107730,publisher;repository,publisher
10.1016/j.ribaf.2019.101113,publisher;repository,publisher
10.1016/j.cryogenics.2020.103053,publisher;repository,publisher
10.1093/eurpub/ckz212,publisher;repository,not_found
10.1016/j.oceaneng.2020.107018,publisher;repository,publisher
10.1016/j.jtho.2020.03.005,publisher;repository,publisher
10.1016/j.chemosphere.2020.126525,publisher;repository,publisher
10.1016/j.clinre.2020.02.008,publisher;repository,publisher
10.1016/j.semcdb.2020.03.003,publisher;repository,publisher
10.1016/j.tecto.2020.228440,publisher;repository,publisher
10.1073/pnas.1913970117,publisher;repository,not_found
10.1210/clinem/dgaa243,publisher;repository,publisher
10.3174/ajnr.a6484,publisher;repository,not_found
10.1016/j.mayocp.2020.05.005,publisher;repository,repository
10.1111/ajt.15994,publisher;repository,publisher
10.1016/j.ajhg.2020.05.008,publisher;repository,publisher
10.1161/jaha.119.015009,publisher;repository,publisher
10.1161/circgen.119.002744,publisher;repository,publisher
10.1016/j.clindermatol.2020.06.005,publisher;repository,repository
10.1038/s41386-020-0758-0,publisher;repository,publisher
10.1161/circinterventions.119.008481,publisher;repository,publisher
10.1109/access.2020.3016653,publisher;repository,publisher
10.1007/s12250-020-00279-2,publisher;repository,publisher
10.1093/icesjms/fsaa142,publisher;repository,publisher
10.1016/j.mtener.2020.100532,publisher;repository,publisher
10.1038/s41598-020-76180-5,publisher;repository,publisher
10.1093/ehjdh/ztaa004,publisher;repository,not_found
10.1186/s13613-020-00783-4,publisher;repository,publisher
10.1002/ange.202005378,publisher;repository,not_found
10.1016/j.ijhydene.2019.05.143,publisher;repository,publisher
10.1111/nph.15987,publisher;repository,publisher
10.1007/s10877-019-00357-1,publisher;repository,publisher
10.1094/pdis-06-19-1252-re,publisher;repository,publisher
10.1373/clinchem.2019.310912,publisher;repository,publisher
10.1016/j.ejpe.2019.09.003,publisher;repository,publisher
10.1016/j.rehab.2019.10.009,publisher;repository,publisher
10.1016/j.cub.2019.11.066,publisher;repository,publisher
10.1016/j.ress.2020.106798,publisher;repository,publisher
10.5802/ahl.29,publisher;repository,not_found
10.1016/j.envres.2020.109194,publisher;repository,publisher
10.1016/j.catena.2020.104452,publisher;repository,publisher
10.1016/j.vibspec.2020.103040,publisher;repository,publisher
10.1017/s0031182020000426,publisher;repository,not_found
10.1063/1.5142841,publisher;repository,not_found
10.1111/gcb.15085,publisher;repository,publisher
10.1016/j.conbuildmat.2020.118217,publisher;repository,publisher
10.1016/j.devcel.2020.03.015,publisher;repository,publisher
10.1017/s0029665120000129,publisher;repository,publisher
10.1002/stco.202000016,publisher;repository,not_found
10.1016/j.ecoenv.2020.110606,publisher;repository,publisher
10.1002/ecy.3088,publisher;repository,publisher
10.1016/j.lwt.2020.109437,publisher;repository,publisher
10.1063/5.0004025,publisher;repository,publisher
10.1073/pnas.1918196117,publisher;repository,repository
10.1113/jp279694,publisher;repository,publisher
10.3389/fimmu.2020.01341,publisher;repository,publisher
10.1111/hae.14036,publisher;repository,publisher
10.1016/j.materresbull.2020.110973,publisher;repository,publisher
10.1016/j.jmps.2020.104067,publisher;repository,publisher
10.1161/circulationaha.120.046774,publisher;repository,publisher
10.1016/j.chest.2020.02.033,publisher;repository,publisher
10.3390/app10144755,publisher;repository,publisher
10.3389/fneur.2020.00829,publisher;repository,publisher
10.1109/access.2020.3012657,publisher;repository,publisher
10.1136/bmjgh-2020-002694,publisher;repository,not_found
10.1186/s40104-020-00490-x,publisher;repository,publisher
10.1287/mksc.2018.1128,closed,not_found
10.1016/j.ins.2019.07.055,closed,repository
10.17605/osf.io/ckgyf,closed,not_found
10.1002/9780470753002.ch12,closed,not_found
10.1128/aac.02231-19,closed,repository
10.1111/tops.12372,closed,repository
10.1158/1078-0432.ccr-20-1587,closed,repository
10.1128/aac.02033-19,closed,repository
10.1158/1078-0432.ccr-19-2335,closed,repository
10.1073/pnas.2016589117,closed,repository
10.4324/9781351042543,closed,not_found
10.1093/aob/mcz184,closed,repository
10.1016/j.cgh.2019.03.045,closed,repository
10.1016/j.cgh.2019.05.003,closed,repository
10.1093/europace/euz257,closed,publisher
10.1128/aem.00227-20,closed,repository
10.1096/fj.202000031rr,closed,publisher
10.1007/s13197-019-04226-2,closed,repository
10.2307/j.ctv1q26j9f,closed,not_found
10.1128/aac.02510-19,closed,repository
10.1073/pnas.2015095117,closed,repository
10.1158/0008-5472.can-19-1340,closed,repository
10.3233/shti200154,closed,not_found
10.1002/mgg3.1375,closed,repository
10.5281/zenodo.3779288,closed,not_found
10.1080/09593330.2019.1579869,closed,repository
10.1007/s12274-020-2633-z,closed,repository
10.1128/jvi.00289-20,closed,repository
10.14674/ijfs-1648,closed,not_found
10.1088/issn.1757-899x,closed,not_found
10.1128/mbio.00882-20,closed,repository
10.1080/09654313.2019.1623975,closed,repository
10.1093/hepl/9780198737391.001.0001,closed,not_found
10.1049/iet-est.2019.0018,closed,publisher
10.1016/j.resuscitation.2020.02.023,closed,repository
10.4337/9781839102370,closed,not_found
10.1007/s12195-020-00614-3,closed,repository
10.1063/5.0016052,closed,repository
10.2139/ssrn.3611587,closed,not_found
10.1002/elan.201900648,closed,repository
10.1002/9781119587422,closed,not_found
10.1002/ejoc.202000794,closed,repository
10.1128/msystems.00542-20,closed,repository
10.14670/hh-18-184,closed,not_found
10.14722/ndss.2020.23xxx,closed,not_found
10.1007/s10815-020-01861-z,closed,repository
10.1080/14728214.2020.1836156,closed,repository
10.1016/j.jre.2020.12.002,closed,publisher
10.1002/ange.202011120,closed,not_found
10.56899/149.3a.06,closed,not_found
10.3324/haematol.2019.230276,closed,repository
10.15252/embj.2020104997,closed,repository
10.3389/fneur.2020.00603,closed,not_found
10.3233/shti200288,closed,not_found
10.12890/2020_001822,closed,not_found
10.1016/j.jnnfm.2020.104392,closed,repository
10.34768/amcs-2020-0040,closed,not_found
10.22088/cjim.11.0.566,closed,not_found
10.1007/978-3-031-22912-1_26,closed,not_found
10.1128/aem.00526-20,closed,repository
10.1016/j.socscimed.2020.113060,closed,repository
10.4018/ijitwe.2020070103,closed,not_found
10.1634/theoncologist.2019-0894,closed,repository
10.48550/arxiv.2009.00042,closed,not_found
10.1007/s00498-023-00354-5,closed,not_found
10.1007/978-3-030-57054-5_14,closed,not_found
10.1002/ange.202005377,closed,not_found
10.1093/hepl/9780198737391.003.0001,closed,not_found
10.3917/gen.118.0063,closed,not_found
10.1002/ird.2241,closed,publisher
10.1007/s40653-019-00269-x,closed,repository
10.1128/jvi.01504-19,closed,repository
10.18637/jss.v106.i06,closed,not_found
10.21873/anticanres.14048,closed,publisher
10.1007/978-3-030-38419-7_9,closed,not_found
10.1109/infocom41043.2020.9155387,closed,repository
10.1128/jcm.00647-20,closed,repository
10.1109/melecon48756.2020.9140617,closed,repository
10.11909/j.issn.1671-5411.2020.07.004,closed,not_found
10.1080/00318884.2020.1795962,closed,repository
10.1101/2020.04.14.040204,closed,not_found
10.1109/ieeeconf35879.2020.9329452,closed,not_found
10.7765/9781526144409.00011,closed,not_found
10.1051/978-2-7598-1085-7,closed,not_found
10.1080/21645515.2019.1667728,closed,repository
10.1111/cei.13412,closed,repository
10.1128/aem.02061-19,closed,repository
10.3917/qdm.202.0107,closed,not_found
10.2307/j.ctv19m64tg.20,closed,not_found
10.1684/hpg.2019.1898,closed,not_found
10.4230/lipics.icdt.2020.5,closed,not_found
10.23638/lmcs-17(1:11)2021,closed,not_found
10.13016/m2sfov-uo4v,closed,not_found
10.1080/21650373.2020.1764877,closed,repository
10.1093/hepl/9780198737391.003.0004,closed,not_found
10.3233/shti200247,closed,not_found
10.2139/ssrn.3560611,closed,not_found
10.4230/lipics.icalp.2020.3,closed,not_found
10.3233/shti200584,closed,not_found
10.3389/fpsyt.2020.00680,closed,not_found
10.3917/zil.007.0492,closed,not_found
10.13107/jocr.2020.v10.i02.1680,closed,not_found
10.1016/j.rbms.2020.09.001,closed,repository
10.3760/cma.j.cn112142-20200220-00093,closed,not_found
10.1002/dac.4637,closed,not_found
10.1103/physrevfluids.5.093603,closed,repository
10.1201/9781003078548-48,closed,not_found
10.1109/bcca50787.2020.9274084,closed,not_found
10.3917/scpo.mossu.2020.01,closed,not_found
10.3917/recma.358.0023,closed,not_found
10.1109/globecom42002.2020.9322191,closed,not_found
10.1684/ipe.2020.2128,closed,not_found
10.4000/etudesrurales.24043,closed,not_found
10.4103/pm.pm_24_20,closed,not_found
10.1515/9783110641288-006,closed,not_found
10.1007/978-3-030-46455-4_200,closed,not_found
10.3917/dec.cauchi.2020.01,closed,not_found
10.1515/9783110600124,closed,not_found
10.22271/ijmrd,closed,not_found
10.31857/s0044451020080064,closed,not_found
10.1002/9781119193814,closed,not_found
10.4324/9781003087014-8,closed,not_found
10.7551/mitpress/11442.003.0058,closed,not_found
10.1002/9781119694892,closed,not_found
10.1007/978-981-13-5744-2_26-1,closed,not_found
10.22038/ijbms.2020.39979.9475,closed,not_found
10.1016/j.micinf.2019.12.003,closed,repository
10.22037/ijpr.2019.15197.12938,closed,not_found
10.1007/s10909-020-02385-7,closed,repository
10.3967/bes2020.004,closed,not_found
10.21873/anticanres.14103,closed,publisher
10.4081/ejtm.2019.8904,closed,not_found
10.22038/ijbms.2020.37947.9021,closed,not_found
10.1002/ange.201904314,closed,not_found
10.2139/ssrn.3548138,closed,not_found
10.4324/9781351058759-22,closed,not_found
10.1145/3388831.3388841,closed,not_found
10.1007/978-3-030-45691-7_40,closed,not_found
10.3166/lcn.16.1.105-134,closed,not_found
10.1201/b22619-274,closed,not_found
10.3233/shti200184,closed,not_found
10.3233/shti200114,closed,not_found
10.3233/shti200164,closed,not_found
10.3233/shti200369,closed,not_found
10.3233/shti200375,closed,not_found
10.3233/shti200219,closed,not_found
10.3233/shti200220,closed,not_found
10.1109/ieeeconf35879.2020.9329573,closed,not_found
10.23919/eucap48036.2020.9135491,closed,not_found
10.3791/60990,closed,repository
10.23919/ecc51009.2020.9143668,closed,not_found
10.11604/pamj.supp.2020.35.130.25288,closed,not_found
10.1201/9781003072812-7,closed,not_found
10.51257/a-v1-bm7930,closed,not_found
10.1007/978-3-030-52044-1_6,closed,not_found
10.6092/issn.1971-8853/11286,closed,not_found
10.23756/sp.v8i1.493,closed,not_found
10.36141/svdld.v37i1.8271,closed,not_found
10.4324/9780429440311-17,closed,not_found
10.1136/rmdopen-2020-001286,closed,not_found
10.3917/jges.203.0123,closed,not_found
10.4337/9781789906516.00020,closed,not_found
10.1515/9781501510151-007,closed,not_found
10.1109/cdc42340.2020.9304305,closed,repository
10.6092/issn.2240-2829/12160,closed,not_found
10.2139/ssrn.3403492,closed,not_found
10.3166/rfg.2020.00473,closed,not_found
10.14220/9783737011556,closed,not_found
10.24033/msmf.475,closed,not_found
10.26151/espacestemps.net-k2p5-kq19,closed,not_found
10.1484/m.jp-eb.5.120810,closed,not_found
10.17184/eac.9782813003577,closed,not_found
10.3917/dec.senik.2020.01.0191,closed,not_found
10.1393/ncc/i2021-21069-6,closed,not_found
10.5281/zenodo.4139005,closed,not_found
10.4000/tc.13293,closed,not_found
10.5876/9781646420735,closed,not_found
10.21203/rs.3.rs-22490/v1,closed,not_found
10.1515/9783110680522,closed,not_found
10.21203/rs.2.22869/v1,closed,not_found
10.3917/eres.remy.2020.01.0435,closed,not_found
10.5281/zenodo.3686810,closed,not_found
10.4473/tpm27.4.3,closed,not_found
10.34343/ijpest.2020.14.e01002,closed,not_found
10.14375/np.9782340020443,closed,not_found
10.5281/zenodo.7100601,closed,not_found
10.26355/mhd_20207_333,closed,not_found
10.13154/tosc.v2020.is1.31-59,closed,not_found
10.14601/phyto-11169,closed,not_found
10.15122/isbn.978-2-406-10602-9.p.0019,closed,not_found
10.1051/978-2-7598-2038-2.c023,closed,not_found
10.1201/9781003079491-7,closed,not_found
10.1163/2467-9666_enbo_com_0056,closed,not_found
10.1051/978-2-7598-0928-8,closed,not_found
10.1049/pbcs077g_ch1,closed,not_found
10.1051/978-2-7598-1064-2-024,closed,not_found
10.51257/a-v3-be8040,closed,not_found
10.1201/9781003077510-108,closed,not_found
10.1201/9781003078784-52,closed,not_found
10.5040/9781350024960.0020,closed,not_found
10.1515/9780824880248-004,closed,not_found
10.3917/ems.loili.2020.01,closed,not_found
10.1051/978-2-7598-2102-0,closed,not_found
10.15122/isbn.978-2-406-10393-6.p.0259,closed,not_found
10.22038/ijmp.2019.37195.1471,closed,not_found
10.1515/9783110621730-006,closed,not_found
10.15122/isbn.978-2-406-10004-1.p.0295,closed,not_found
10.26868/25222708.2019.211070,closed,not_found
10.1051/978-2-7598-0309-5,closed,not_found
10.15122/isbn.978-2-406-11263-1.p.0183,closed,not_found
10.3166/gfp.2020.2.004,closed,not_found
10.4000/books.editionsmsh.30153,closed,not_found
10.4018/jgim.2020040106,closed,publisher
10.4134/jkms.j180796,closed,not_found
10.4230/lipics.stacs.2020.24,closed,not_found
10.1504/ijes.2020.10029271,closed,not_found
10.17169/fqs-21.1.3212,closed,not_found
10.4000/books.septentrion.77966,closed,repository
10.1007/s11158-020-09450-8,closed,repository
10.22037/ijpr.2020.1100933,closed,not_found
10.1504/ijesb.2022.124460,closed,not_found
10.13136/2284-2667/943,closed,not_found
10.34745/numerev_1309,closed,not_found
10.34745/numerev_1305,closed,not_found
10.3233/faia200316,closed,not_found
10.21942/uva.c.4860684.v1,closed,not_found
10.15122/isbn.978-2-406-10071-3.p.0159,closed,not_found
10.15122/isbn.978-2-406-10053-9.p.0213,closed,not_found
10.1684/ipe.2019.2049,closed,not_found
10.15122/isbn.978-2-406-10071-3.p.0175,closed,not_found
10.1016/s0735-1097(20)32487-6,closed,not_found
10.1017/9781108654418.001,closed,not_found
10.15454/7wxe-yv47,closed,not_found
10.1103/physrevapplied.13.0640,closed,not_found
10.4230/lipics.socg.2020.49,closed,not_found
10.3917/sh.holei.2020.01.0253,closed,not_found
10.22034/iji.2020.80292,closed,not_found
10.1504/jibed.2020.10027898,closed,not_found
10.4230/lipics.stacs.2020.18,closed,not_found
10.1684/ejd.2020.3703,closed,not_found
10.1504/ijgw.2020.10028203,closed,not_found
10.4314/jfas.v12i1.3,closed,not_found
10.1684/hpg.2020.1932,closed,not_found
10.1684/ejd.2020.3705,closed,not_found
10.1684/ejd.2020.3736,closed,not_found
10.15122/isbn.978-2-406-10516-9.p.0111,closed,not_found
10.15122/isbn.978-2-406-09404-3,closed,not_found
10.1016/j.sagf.2020.01.012,closed,not_found
10.1093/hepl/9780198737391.003.0012,closed,not_found
10.12890/2020_001332,closed,not_found
10.1684/ipe.2020.2078,closed,not_found
10.5281/zenodo.3784110,closed,not_found
10.5281/zenodo.3783990,closed,not_found
10.15122/isbn.978-2-406-10048-5,closed,not_found
10.4000/mediterranee.11732,closed,not_found
10.17879/freeneuropathology-2020-2749,closed,not_found
10.6092/issn.1561-8048/10782,closed,not_found
10.24425/bpasts.2020.133118,closed,not_found
10.3850/978-981-14-8593-0_4138-cd,closed,not_found
10.1684/ipe.2020.2076,closed,not_found
10.2307/j.ctvzgb8n3.14,closed,not_found
10.2307/j.ctvzgb8n3.16,closed,not_found
10.15122/isbn.978-2-406-10045-4,closed,not_found
10.5282/ubm/epub.73290,closed,not_found
